Orthogroup	Duplications (all)	Duplications (50% support)
OG0010080	0	0
OG0010081	0	0
OG0010082	0	0
OG0010083	0	0
OG0010084	0	0
OG0010085	0	0
OG0010086	0	0
OG0010087	1	1
OG0010088	0	0
OG0010089	1	1
OG0010090	0	0
OG0010091	0	0
OG0010092	2	2
OG0010093	1	0
OG0010094	0	0
OG0010095	0	0
OG0010096	4	4
OG0010097	0	0
OG0010098	0	0
OG0010099	0	0
OG0010100	5	4
OG0010101	2	2
OG0010102	0	0
OG0010103	0	0
OG0010104	2	1
OG0010105	0	0
OG0010106	0	0
OG0010107	0	0
OG0010108	17	12
OG0010109	0	0
OG0010110	2	2
OG0010111	1	1
OG0010112	0	0
OG0010113	0	0
OG0010114	0	0
OG0010115	0	0
OG0010116	2	2
OG0010117	0	0
OG0010118	0	0
OG0010119	0	0
OG0010120	0	0
OG0010121	1	0
OG0010122	7	6
OG0010123	0	0
OG0010124	0	0
OG0010125	0	0
OG0010126	0	0
OG0010127	0	0
OG0010128	1	1
OG0010129	0	0
OG0010130	0	0
OG0010131	0	0
OG0010132	2	2
OG0010133	5	5
OG0010134	0	0
OG0010135	1	1
OG0010136	0	0
OG0010137	0	0
OG0010138	0	0
OG0010139	2	2
OG0010140	0	0
OG0010141	0	0
OG0010142	0	0
OG0010143	2	1
OG0010144	0	0
OG0010145	8	5
OG0010146	0	0
OG0010147	1	1
OG0010148	0	0
OG0010149	0	0
OG0010150	1	1
OG0010151	0	0
OG0010152	0	0
OG0010153	0	0
OG0010154	11	9
OG0010155	0	0
OG0010156	1	1
OG0010157	2	1
OG0010158	0	0
OG0010159	0	0
OG0010160	0	0
OG0010161	5	2
OG0010162	0	0
OG0010163	0	0
OG0010164	0	0
OG0010165	0	0
OG0010166	17	11
OG0010167	0	0
OG0010168	1	1
OG0010169	2	2
OG0010170	0	0
OG0010171	1	1
OG0010172	0	0
OG0010173	0	0
OG0010174	1	1
OG0010175	0	0
OG0010176	1	1
OG0010177	1	1
OG0010178	2	2
OG0010179	2	2
OG0010180	0	0
OG0010181	0	0
OG0010182	1	1
OG0010183	0	0
OG0010184	0	0
OG0010185	0	0
OG0010186	1	1
OG0010187	0	0
OG0010188	1	1
OG0010189	0	0
OG0010190	0	0
OG0010191	0	0
OG0010192	0	0
OG0010193	0	0
OG0010194	0	0
OG0010195	0	0
OG0010196	0	0
OG0010197	1	1
OG0010198	0	0
OG0010199	1	1
OG0010200	0	0
OG0010201	2	2
OG0010202	0	0
OG0010203	2	1
OG0010204	2	1
OG0010205	0	0
OG0010206	6	0
OG0010207	0	0
OG0010208	0	0
OG0010209	0	0
OG0010210	0	0
OG0010211	0	0
OG0010212	0	0
OG0010213	0	0
OG0010214	0	0
OG0010215	0	0
OG0010216	0	0
OG0010217	1	1
OG0010218	1	1
OG0010219	0	0
OG0010220	0	0
OG0010221	0	0
OG0010222	0	0
OG0010223	2	2
OG0010224	0	0
OG0010225	0	0
OG0010226	2	2
OG0010227	1	1
OG0010228	0	0
OG0010229	0	0
OG0010230	0	0
OG0010231	1	1
OG0010232	1	1
OG0010233	1	1
OG0010234	0	0
OG0010235	0	0
OG0010236	0	0
OG0010237	2	2
OG0010238	1	1
OG0010239	1	0
OG0010240	0	0
OG0010241	0	0
OG0010242	1	1
OG0010243	1	1
OG0010244	1	0
OG0010245	0	0
OG0010246	18	15
OG0010247	2	1
OG0010248	0	0
OG0010249	0	0
OG0010250	0	0
OG0010251	1	1
OG0010252	8	8
OG0010253	0	0
OG0010254	0	0
OG0010255	19	18
OG0010256	29	29
OG0010257	11	6
OG0010258	4	4
OG0010259	8	8
OG0010260	19	18
OG0010261	29	29
OG0010262	30	30
OG0010263	31	31
OG0010264	1	1
OG0010265	0	0
OG0010266	0	0
OG0010267	1	1
OG0010268	0	0
OG0010269	0	0
OG0010270	0	0
OG0010271	0	0
OG0010272	2	2
OG0010273	0	0
OG0010274	0	0
OG0010275	0	0
OG0010276	3	3
OG0010277	1	1
OG0010278	0	0
OG0010279	6	4
OG0010280	1	1
OG0010281	2	2
OG0010282	1	1
OG0010283	1	1
OG0010284	3	0
OG0010285	0	0
OG0010286	0	0
OG0010287	0	0
OG0010288	2	1
OG0010289	1	1
OG0010290	1	1
OG0010291	1	1
OG0010292	1	1
OG0010293	2	2
OG0010294	0	0
OG0010295	0	0
OG0010296	0	0
OG0010297	0	0
OG0010298	0	0
OG0010299	0	0
OG0010300	0	0
OG0010301	6	5
OG0010302	1	1
OG0010303	0	0
OG0010304	1	1
OG0010305	0	0
OG0010306	1	1
OG0010307	1	1
OG0010308	1	1
OG0010309	0	0
OG0010310	0	0
OG0010311	1	1
OG0010312	1	1
OG0010313	0	0
OG0010314	0	0
OG0010315	0	0
OG0010316	0	0
OG0010317	1	1
OG0010318	1	1
OG0010319	0	0
OG0010320	0	0
OG0010321	3	3
OG0010322	0	0
OG0010323	0	0
OG0010324	0	0
OG0010325	0	0
OG0010326	1	0
OG0010327	0	0
OG0010328	3	1
OG0010329	1	1
OG0010330	2	2
OG0010331	1	1
OG0010332	2	2
OG0010333	1	1
OG0010334	1	1
OG0010335	1	1
OG0010336	0	0
OG0010337	0	0
OG0010338	1	1
OG0010339	2	2
OG0010340	0	0
OG0010341	0	0
OG0010342	0	0
OG0010343	0	0
OG0010344	0	0
OG0010345	1	1
OG0010346	1	1
OG0010347	3	2
OG0010348	2	2
OG0010349	0	0
OG0010350	2	2
OG0010351	0	0
OG0010352	3	3
OG0010353	0	0
OG0010354	0	0
OG0010355	0	0
OG0010356	0	0
OG0010357	0	0
OG0010358	0	0
OG0010359	0	0
OG0010360	2	2
OG0010361	1	1
OG0010362	1	1
OG0010363	0	0
OG0010364	0	0
OG0010365	0	0
OG0010366	1	1
OG0010367	0	0
OG0010368	0	0
OG0010369	2	2
OG0010370	1	1
OG0010371	0	0
OG0010372	0	0
OG0010373	1	1
OG0010374	0	0
OG0010375	0	0
OG0010376	0	0
OG0010377	0	0
OG0010378	0	0
OG0010379	0	0
OG0010380	1	1
OG0010381	0	0
OG0010382	24	24
OG0010383	0	0
OG0010384	0	0
OG0010385	0	0
OG0010386	0	0
OG0010387	2	2
OG0010388	1	1
OG0010389	1	1
OG0010390	0	0
OG0010391	0	0
OG0010392	16	12
OG0010393	4	4
OG0010394	0	0
OG0010395	0	0
OG0010396	0	0
OG0010397	1	1
OG0010398	1	1
OG0010399	10	10
OG0010400	8	7
OG0010401	13	11
OG0010402	11	11
OG0010403	30	30
OG0010404	29	29
OG0010405	30	30
OG0010406	1	0
OG0010407	1	1
OG0010408	0	0
OG0010409	17	17
OG0010410	0	0
OG0010411	1	1
OG0010412	2	2
OG0010413	0	0
OG0010414	0	0
OG0010415	2	2
OG0010416	1	1
OG0010417	1	1
OG0010418	0	0
OG0010419	0	0
OG0010420	0	0
OG0010421	0	0
OG0010422	14	13
OG0010423	1	1
OG0010424	0	0
OG0010425	1	1
OG0010426	0	0
OG0010427	0	0
OG0010428	1	1
OG0010429	3	3
OG0010430	0	0
OG0010431	0	0
OG0010432	1	1
OG0010433	1	1
OG0010434	0	0
OG0010435	0	0
OG0010436	1	1
OG0010437	0	0
OG0010438	0	0
OG0010439	2	2
OG0010440	0	0
OG0010441	5	5
OG0010442	0	0
OG0010443	3	3
OG0010444	0	0
OG0010445	0	0
OG0010446	1	1
OG0010447	0	0
OG0010448	4	4
OG0010449	0	0
OG0010450	0	0
OG0010451	0	0
OG0010452	2	1
OG0010453	1	1
OG0010454	1	1
OG0010455	0	0
OG0010456	2	2
OG0010457	1	1
OG0010458	1	1
OG0010459	1	1
OG0010460	0	0
OG0010461	0	0
OG0010462	1	1
OG0010463	0	0
OG0010464	0	0
OG0010465	0	0
OG0010466	0	0
OG0010467	0	0
OG0010468	0	0
OG0010469	0	0
OG0010470	1	1
OG0010471	3	3
OG0010472	1	0
OG0010473	1	1
OG0010474	0	0
OG0010475	0	0
OG0010476	0	0
OG0010477	0	0
OG0010478	1	0
OG0010479	2	2
OG0010480	4	3
OG0010481	0	0
OG0010482	0	0
OG0010483	0	0
OG0010484	0	0
OG0010485	1	1
OG0010486	0	0
OG0010487	0	0
OG0010488	0	0
OG0010489	0	0
OG0010490	0	0
OG0010491	0	0
OG0010492	0	0
OG0010493	1	1
OG0010494	0	0
OG0010495	1	1
OG0010496	1	1
OG0010497	0	0
OG0010498	14	7
OG0010499	1	1
OG0010500	8	6
OG0010501	1	1
OG0010502	2	2
OG0010503	0	0
OG0010504	0	0
OG0010505	0	0
OG0010506	2	1
OG0010507	23	22
OG0010508	23	22
OG0010509	25	25
OG0010510	26	26
OG0010511	28	28
OG0010512	0	0
OG0010513	0	0
OG0010514	1	1
OG0010515	1	1
OG0010516	3	2
OG0010517	0	0
OG0010518	0	0
OG0010519	0	0
OG0010520	3	2
OG0010521	0	0
OG0010522	0	0
OG0010523	1	1
OG0010524	0	0
OG0010525	1	1
OG0010526	1	0
OG0010527	0	0
OG0010528	1	1
OG0010529	0	0
OG0010530	1	1
OG0010531	1	1
OG0010532	0	0
OG0010533	2	0
OG0010534	1	1
OG0010535	0	0
OG0010536	5	3
OG0010537	3	1
OG0010538	0	0
OG0010539	0	0
OG0010540	2	2
OG0010541	5	3
OG0010542	0	0
OG0010543	0	0
OG0010544	1	1
OG0010545	1	1
OG0010546	0	0
OG0010547	0	0
OG0010548	1	1
OG0010549	0	0
OG0010550	0	0
OG0010551	0	0
OG0010552	0	0
OG0010553	0	0
OG0010554	1	1
OG0010555	1	1
OG0010556	0	0
OG0010557	1	1
OG0010558	0	0
OG0010559	2	1
OG0010560	7	3
OG0010561	0	0
OG0010562	2	0
OG0010563	0	0
OG0010564	4	2
OG0010565	0	0
OG0010566	1	1
OG0010567	0	0
OG0010568	1	1
OG0010569	0	0
OG0010570	0	0
OG0010571	1	1
OG0010572	0	0
OG0010573	0	0
OG0010574	0	0
OG0010575	1	1
OG0010576	0	0
OG0010577	0	0
OG0010578	0	0
OG0010579	0	0
OG0010580	6	6
OG0010581	5	5
OG0010582	1	0
OG0010583	0	0
OG0010584	2	2
OG0010585	1	1
OG0010586	2	2
OG0010587	0	0
OG0010588	0	0
OG0010589	0	0
OG0010590	0	0
OG0010591	1	1
OG0010592	1	1
OG0010593	12	12
OG0010594	0	0
OG0010595	12	7
OG0010596	2	1
OG0010597	2	2
OG0010598	3	2
OG0010599	1	1
OG0010600	7	6
OG0010601	2	2
OG0010602	0	0
OG0010603	4	3
OG0010604	0	0
OG0010605	13	13
OG0010606	21	21
OG0010607	24	24
OG0010608	0	0
OG0010609	0	0
OG0010610	0	0
OG0010611	0	0
OG0010612	0	0
OG0010613	1	1
OG0010614	0	0
OG0010615	6	6
OG0010616	0	0
OG0010617	0	0
OG0010618	1	1
OG0010619	1	0
OG0010620	1	1
OG0010621	0	0
OG0010622	1	1
OG0010623	1	1
OG0010624	0	0
OG0010625	0	0
OG0010626	2	2
OG0010627	0	0
OG0010628	2	2
OG0010629	0	0
OG0010630	1	1
OG0010631	0	0
OG0010632	1	1
OG0010633	0	0
OG0010634	0	0
OG0010635	1	1
OG0010636	0	0
OG0010637	7	6
OG0010638	8	7
OG0010639	0	0
OG0010640	0	0
OG0010641	11	3
OG0010642	1	0
OG0010643	0	0
OG0010644	0	0
OG0010645	3	2
OG0010646	0	0
OG0010647	5	3
OG0010648	1	1
OG0010649	2	2
OG0010650	0	0
OG0010651	1	0
OG0010652	0	0
OG0010653	1	1
OG0010654	0	0
OG0010655	0	0
OG0010656	0	0
OG0010657	1	0
OG0010658	0	0
OG0010659	11	6
OG0010660	0	0
OG0010661	1	0
OG0010662	0	0
OG0010663	0	0
OG0010664	0	0
OG0010665	9	4
OG0010666	0	0
OG0010667	1	1
OG0010668	16	15
OG0010669	3	2
OG0010670	5	5
OG0010671	0	0
OG0010672	0	0
OG0010673	0	0
OG0010674	20	19
OG0010675	24	24
OG0010676	26	26
OG0010677	27	27
OG0010678	27	27
OG0010679	0	0
OG0010680	0	0
OG0010681	14	11
OG0010682	0	0
OG0010683	2	2
OG0010684	1	1
OG0010685	0	0
OG0010686	2	2
OG0010687	0	0
OG0010688	6	6
OG0010689	1	0
OG0010690	2	2
OG0010691	6	2
OG0010692	0	0
OG0010693	1	1
OG0010694	0	0
OG0010695	2	2
OG0010696	5	3
OG0010697	3	3
OG0010698	0	0
OG0010699	0	0
OG0010700	3	2
OG0010701	0	0
OG0010702	0	0
OG0010703	0	0
OG0010704	4	2
OG0010705	3	3
OG0010706	1	1
OG0010707	1	1
OG0010708	0	0
OG0010709	0	0
OG0010710	1	1
OG0010711	0	0
OG0010712	0	0
OG0010713	0	0
OG0010714	0	0
OG0010715	0	0
OG0010716	0	0
OG0010717	0	0
OG0010718	1	1
OG0010719	1	1
OG0010720	0	0
OG0010721	1	1
OG0010722	1	0
OG0010723	1	1
OG0010724	1	1
OG0010725	1	1
OG0010726	0	0
OG0010727	0	0
OG0010728	3	3
OG0010729	0	0
OG0010730	0	0
OG0010731	3	3
OG0010732	26	26
OG0010733	16	15
OG0010734	1	1
OG0010735	0	0
OG0010736	0	0
OG0010737	0	0
OG0010738	3	2
OG0010739	1	1
OG0010740	3	1
OG0010741	6	6
OG0010742	2	2
OG0010743	2	2
OG0010744	0	0
OG0010745	14	12
OG0010746	20	20
OG0010747	3	2
OG0010748	15	15
OG0010749	20	19
OG0010750	26	26
OG0010751	26	26
OG0010752	25	25
OG0010753	2	2
OG0010754	1	1
OG0010755	0	0
OG0010756	4	3
OG0010757	1	1
OG0010758	0	0
OG0010759	0	0
OG0010760	1	1
OG0010761	1	1
OG0010762	5	5
OG0010763	1	1
OG0010764	0	0
OG0010765	1	1
OG0010766	2	2
OG0010767	1	1
OG0010768	3	3
OG0010769	17	15
OG0010770	0	0
OG0010771	0	0
OG0010772	0	0
OG0010773	0	0
OG0010774	2	2
OG0010775	0	0
OG0010776	12	9
OG0010777	2	2
OG0010778	7	1
OG0010779	0	0
OG0010780	1	1
OG0010781	0	0
OG0010782	0	0
OG0010783	0	0
OG0010784	0	0
OG0010785	0	0
OG0010786	2	2
OG0010787	1	0
OG0010788	1	1
OG0010789	3	2
OG0010790	0	0
OG0010791	0	0
OG0010792	0	0
OG0010793	0	0
OG0010794	3	2
OG0010795	1	1
OG0010796	2	1
OG0010797	8	3
OG0010798	14	10
OG0010799	10	10
OG0010800	0	0
OG0010801	0	0
OG0010802	0	0
OG0010803	2	0
OG0010804	1	0
OG0010805	4	4
OG0010806	0	0
OG0010807	4	3
OG0010808	0	0
OG0010809	13	11
OG0010810	2	1
OG0010811	0	0
OG0010812	21	21
OG0010813	0	0
OG0010814	20	20
OG0010815	21	21
OG0010816	10	9
OG0010817	16	14
OG0010818	15	11
OG0010819	0	0
OG0010820	0	0
OG0010821	1	1
OG0010822	0	0
OG0010823	0	0
OG0010824	1	1
OG0010825	12	9
OG0010826	0	0
OG0010827	15	13
OG0010828	1	1
OG0010829	6	6
OG0010830	0	0
OG0010831	1	1
OG0010832	2	2
OG0010833	0	0
OG0010834	0	0
OG0010835	0	0
OG0010836	0	0
OG0010837	3	2
OG0010838	2	2
OG0010839	1	1
OG0010840	0	0
OG0010841	3	3
OG0010842	0	0
OG0010843	0	0
OG0010844	0	0
OG0010845	0	0
OG0010846	0	0
OG0010847	2	2
OG0010848	0	0
OG0010849	1	0
OG0010850	1	1
OG0010851	2	2
OG0010852	1	0
OG0010853	0	0
OG0010854	1	1
OG0010855	0	0
OG0010856	0	0
OG0010857	0	0
OG0010858	1	1
OG0010859	1	1
OG0010860	0	0
OG0010861	1	1
OG0010862	0	0
OG0010863	1	1
OG0010864	1	1
OG0010865	0	0
OG0010866	1	1
OG0010867	17	15
OG0010868	0	0
OG0010869	0	0
OG0010870	0	0
OG0010871	2	1
OG0010872	0	0
OG0010873	2	0
OG0010874	0	0
OG0010875	2	2
OG0010876	0	0
OG0010877	10	9
OG0010878	1	1
OG0010879	4	4
OG0010880	4	4
OG0010881	2	2
OG0010882	22	22
OG0010883	2	1
OG0010884	3	3
OG0010885	23	23
OG0010886	13	13
OG0010887	10	7
OG0010888	1	1
OG0010889	20	20
OG0010890	8	8
OG0010891	0	0
OG0010892	0	0
OG0010893	1	1
OG0010894	1	0
OG0010895	0	0
OG0010896	0	0
OG0010897	0	0
OG0010898	1	0
OG0010899	1	1
OG0010900	0	0
OG0010901	3	2
OG0010902	0	0
OG0010903	0	0
OG0010904	0	0
OG0010905	2	1
OG0010906	1	1
OG0010907	0	0
OG0010908	3	2
OG0010909	2	2
OG0010910	0	0
OG0010911	1	1
OG0010912	0	0
OG0010913	0	0
OG0010914	0	0
OG0010915	0	0
OG0010916	1	0
OG0010917	1	1
OG0010918	0	0
OG0010919	8	8
OG0010920	1	1
OG0010921	0	0
OG0010922	6	6
OG0010923	1	1
OG0010924	22	22
OG0010925	1	1
OG0010926	2	2
OG0010927	3	1
OG0010928	0	0
OG0010929	0	0
OG0010930	0	0
OG0010931	0	0
OG0010932	3	2
OG0010933	2	2
OG0010934	1	1
OG0010935	10	9
OG0010936	23	23
OG0010937	12	11
OG0010938	21	19
OG0010939	23	23
OG0010940	0	0
OG0010941	0	0
OG0010942	1	1
OG0010943	2	1
OG0010944	0	0
OG0010945	2	2
OG0010946	0	0
OG0010947	1	1
OG0010948	10	6
OG0010949	0	0
OG0010950	1	1
OG0010951	2	2
OG0010952	1	1
OG0010953	0	0
OG0010954	0	0
OG0010955	18	18
OG0010956	1	1
OG0010957	0	0
OG0010958	1	1
OG0010959	0	0
OG0010960	0	0
OG0010961	0	0
OG0010962	0	0
OG0010963	2	2
OG0010964	4	4
OG0010965	0	0
OG0010966	3	3
OG0010967	0	0
OG0010968	0	0
OG0010969	1	1
OG0010970	1	1
OG0010971	0	0
OG0010972	0	0
OG0010973	0	0
OG0010974	18	18
OG0010975	0	0
OG0010976	3	2
OG0010977	0	0
OG0010978	1	1
OG0010979	0	0
OG0010980	2	1
OG0010981	0	0
OG0010982	2	2
OG0010983	0	0
OG0010984	1	0
OG0010985	15	14
OG0010986	0	0
OG0010987	0	0
OG0010988	0	0
OG0010989	2	1
OG0010990	0	0
OG0010991	1	1
OG0010992	1	1
OG0010993	2	2
OG0010994	1	1
OG0010995	0	0
OG0010996	1	0
OG0010997	0	0
OG0010998	0	0
OG0010999	4	4
OG0011000	13	11
OG0011001	1	1
OG0011002	16	16
OG0011003	1	1
OG0011004	2	2
OG0011005	2	2
OG0011006	13	13
OG0011007	12	12
OG0011008	8	7
OG0011009	16	13
OG0011010	22	22
OG0011011	0	0
OG0011012	0	0
OG0011013	0	0
OG0011014	2	2
OG0011015	0	0
OG0011016	2	2
OG0011017	2	2
OG0011018	4	3
OG0011019	0	0
OG0011020	2	2
OG0011021	1	1
OG0011022	2	2
OG0011023	1	1
OG0011024	10	6
OG0011025	2	1
OG0011026	5	3
OG0011027	0	0
OG0011028	3	3
OG0011029	0	0
OG0011030	0	0
OG0011031	0	0
OG0011032	0	0
OG0011033	0	0
OG0011034	0	0
OG0011035	5	4
OG0011036	0	0
OG0011037	2	2
OG0011038	0	0
OG0011039	0	0
OG0011040	4	3
OG0011041	0	0
OG0011042	2	1
OG0011043	1	1
OG0011044	1	1
OG0011045	1	1
OG0011046	3	2
OG0011047	0	0
OG0011048	1	1
OG0011049	18	18
OG0011050	0	0
OG0011051	1	1
OG0011052	9	8
OG0011053	14	13
OG0011054	1	0
OG0011055	3	3
OG0011056	2	2
OG0011057	0	0
OG0011058	0	0
OG0011059	3	3
OG0011060	2	2
OG0011061	18	18
OG0011062	11	10
OG0011063	1	1
OG0011064	2	1
OG0011065	6	6
OG0011066	16	15
OG0011067	14	13
OG0011068	21	21
OG0011069	1	1
OG0011070	0	0
OG0011071	18	16
OG0011072	0	0
OG0011073	0	0
OG0011074	2	2
OG0011075	1	1
OG0011076	1	1
OG0011077	1	1
OG0011078	0	0
OG0011079	0	0
OG0011080	16	15
OG0011081	5	4
OG0011082	1	1
OG0011083	0	0
OG0011084	0	0
OG0011085	2	2
OG0011086	0	0
OG0011087	0	0
OG0011088	1	1
OG0011089	0	0
OG0011090	0	0
OG0011091	6	5
OG0011092	0	0
OG0011093	3	3
OG0011094	0	0
OG0011095	0	0
OG0011096	0	0
OG0011097	0	0
OG0011098	3	2
OG0011099	0	0
OG0011100	20	20
OG0011101	2	1
OG0011102	2	2
OG0011103	0	0
OG0011104	0	0
OG0011105	0	0
OG0011106	2	2
OG0011107	10	6
OG0011108	0	0
OG0011109	6	4
OG0011110	18	18
OG0011111	6	3
OG0011112	0	0
OG0011113	2	2
OG0011114	14	14
OG0011115	0	0
OG0011116	13	12
OG0011117	19	19
OG0011118	18	18
OG0011119	15	15
OG0011120	20	20
OG0011121	19	19
OG0011122	19	19
OG0011123	0	0
OG0011124	1	1
OG0011125	0	0
OG0011126	0	0
OG0011127	4	4
OG0011128	6	4
OG0011129	4	1
OG0011130	0	0
OG0011131	0	0
OG0011132	0	0
OG0011133	0	0
OG0011134	11	10
OG0011135	0	0
OG0011136	0	0
OG0011137	1	0
OG0011138	1	1
OG0011139	0	0
OG0011140	0	0
OG0011141	0	0
OG0011142	6	5
OG0011143	0	0
OG0011144	1	0
OG0011145	1	0
OG0011146	1	1
OG0011147	0	0
OG0011148	0	0
OG0011149	0	0
OG0011150	1	1
OG0011151	0	0
OG0011152	2	2
OG0011153	2	2
OG0011154	0	0
OG0011155	3	2
OG0011156	1	1
OG0011157	1	0
OG0011158	4	4
OG0011159	0	0
OG0011160	2	2
OG0011161	0	0
OG0011162	3	1
OG0011163	1	1
OG0011164	0	0
OG0011165	0	0
OG0011166	9	7
OG0011167	0	0
OG0011168	4	3
OG0011169	0	0
OG0011170	0	0
OG0011171	2	2
OG0011172	2	2
OG0011173	1	1
OG0011174	0	0
OG0011175	7	5
OG0011176	1	1
OG0011177	3	2
OG0011178	5	4
OG0011179	0	0
OG0011180	0	0
OG0011181	0	0
OG0011182	1	1
OG0011183	1	1
OG0011184	1	1
OG0011185	14	13
OG0011186	14	14
OG0011187	11	11
OG0011188	9	9
OG0011189	10	9
OG0011190	18	18
OG0011191	19	19
OG0011192	0	0
OG0011193	1	1
OG0011194	0	0
OG0011195	5	4
OG0011196	0	0
OG0011197	1	1
OG0011198	0	0
OG0011199	15	15
OG0011200	0	0
OG0011201	0	0
OG0011202	2	2
OG0011203	0	0
OG0011204	0	0
OG0011205	0	0
OG0011206	0	0
OG0011207	0	0
OG0011208	0	0
OG0011209	0	0
OG0011210	6	6
OG0011211	0	0
OG0011212	1	1
OG0011213	2	2
OG0011214	1	1
OG0011215	0	0
OG0011216	1	1
OG0011217	0	0
OG0011218	0	0
OG0011219	0	0
OG0011220	3	3
OG0011221	1	1
OG0011222	0	0
OG0011223	2	1
OG0011224	0	0
OG0011225	0	0
OG0011226	0	0
OG0011227	0	0
OG0011228	4	4
OG0011229	2	2
OG0011230	8	6
OG0011231	2	2
OG0011232	0	0
OG0011233	2	2
OG0011234	0	0
OG0011235	7	7
OG0011236	1	1
OG0011237	0	0
OG0011238	0	0
OG0011239	12	12
OG0011240	18	18
OG0011241	13	13
OG0011242	15	15
OG0011243	9	9
OG0011244	0	0
OG0011245	1	1
OG0011246	1	1
OG0011247	5	5
OG0011248	8	4
OG0011249	3	3
OG0011250	15	15
OG0011251	18	18
OG0011252	0	0
OG0011253	1	1
OG0011254	0	0
OG0011255	0	0
OG0011256	0	0
OG0011257	0	0
OG0011258	0	0
OG0011259	0	0
OG0011260	9	8
OG0011261	1	1
OG0011262	0	0
OG0011263	1	1
OG0011264	1	1
OG0011265	2	0
OG0011266	2	2
OG0011267	0	0
OG0011268	1	0
OG0011269	0	0
OG0011270	1	1
OG0011271	1	1
OG0011272	0	0
OG0011273	0	0
OG0011274	0	0
OG0011275	0	0
OG0011276	0	0
OG0011277	4	3
OG0011278	1	1
OG0011279	0	0
OG0011280	0	0
OG0011281	11	11
OG0011282	0	0
OG0011283	8	8
OG0011284	1	1
OG0011285	0	0
OG0011286	15	15
OG0011287	0	0
OG0011288	0	0
OG0011289	3	3
OG0011290	0	0
OG0011291	0	0
OG0011292	2	2
OG0011293	0	0
OG0011294	1	1
OG0011295	17	17
OG0011296	3	2
OG0011297	1	1
OG0011298	0	0
OG0011299	4	2
OG0011300	10	10
OG0011301	0	0
OG0011302	0	0
OG0011303	5	5
OG0011304	11	11
OG0011305	11	9
OG0011306	0	0
OG0011307	10	9
OG0011308	0	0
OG0011309	1	1
OG0011310	0	0
OG0011311	8	8
OG0011312	2	2
OG0011313	0	0
OG0011314	6	5
OG0011315	9	9
OG0011316	9	9
OG0011317	16	16
OG0011318	13	10
OG0011319	17	17
OG0011320	17	17
OG0011321	0	0
OG0011322	0	0
OG0011323	0	0
OG0011324	0	0
OG0011325	0	0
OG0011326	3	3
OG0011327	2	2
OG0011328	4	0
OG0011329	1	0
OG0011330	0	0
OG0011331	0	0
OG0011332	0	0
OG0011333	3	2
OG0011334	4	4
OG0011335	0	0
OG0011336	0	0
OG0011337	7	7
OG0011338	4	3
OG0011339	0	0
OG0011340	0	0
OG0011341	0	0
OG0011342	7	7
OG0011343	3	3
OG0011344	0	0
OG0011345	2	1
OG0011346	0	0
OG0011347	3	1
OG0011348	0	0
OG0011349	2	1
OG0011350	7	7
OG0011351	0	0
OG0011352	0	0
OG0011353	1	1
OG0011354	6	4
OG0011355	6	6
OG0011356	0	0
OG0011357	15	15
OG0011358	8	7
OG0011359	0	0
OG0011360	1	0
OG0011361	7	4
OG0011362	0	0
OG0011363	0	0
OG0011364	0	0
OG0011365	0	0
OG0011366	16	16
OG0011367	0	0
OG0011368	1	0
OG0011369	14	14
OG0011370	0	0
OG0011371	0	0
OG0011372	0	0
OG0011373	1	0
OG0011374	1	1
OG0011375	1	1
OG0011376	1	1
OG0011377	1	0
OG0011378	8	7
OG0011379	0	0
OG0011380	9	8
OG0011381	15	15
OG0011382	14	14
OG0011383	12	11
OG0011384	11	11
OG0011385	1	1
OG0011386	15	15
OG0011387	12	12
OG0011388	10	10
OG0011389	16	16
OG0011390	14	14
OG0011391	16	16
OG0011392	15	15
OG0011393	0	0
OG0011394	3	3
OG0011395	1	1
OG0011396	0	0
OG0011397	7	6
OG0011398	10	10
OG0011399	0	0
OG0011400	0	0
OG0011401	0	0
OG0011402	0	0
OG0011403	0	0
OG0011404	4	3
OG0011405	0	0
OG0011406	0	0
OG0011407	0	0
OG0011408	6	5
OG0011409	0	0
OG0011410	0	0
OG0011411	0	0
OG0011412	0	0
OG0011413	5	5
OG0011414	5	4
OG0011415	0	0
OG0011416	0	0
OG0011417	2	1
OG0011418	1	1
OG0011419	0	0
OG0011420	1	1
OG0011421	0	0
OG0011422	1	1
OG0011423	6	4
OG0011424	2	1
OG0011425	0	0
OG0011426	0	0
OG0011427	0	0
OG0011428	0	0
OG0011429	0	0
OG0011430	0	0
OG0011431	3	3
OG0011432	0	0
OG0011433	2	2
OG0011434	11	11
OG0011435	6	4
OG0011436	14	14
OG0011437	0	0
OG0011438	0	0
OG0011439	0	0
OG0011440	7	7
OG0011441	13	13
OG0011442	13	13
OG0011443	0	0
OG0011444	15	15
OG0011445	5	4
OG0011446	10	6
OG0011447	15	15
OG0011448	1	1
OG0011449	9	8
OG0011450	0	0
OG0011451	0	0
OG0011452	11	10
OG0011453	2	1
OG0011454	2	1
OG0011455	0	0
OG0011456	1	1
OG0011457	0	0
OG0011458	1	1
OG0011459	1	1
OG0011460	0	0
OG0011461	0	0
OG0011462	4	4
OG0011463	0	0
OG0011464	9	9
OG0011465	4	3
OG0011466	0	0
OG0011467	1	1
OG0011468	0	0
OG0011469	0	0
OG0011470	0	0
OG0011471	0	0
OG0011472	0	0
OG0011473	0	0
OG0011474	14	14
OG0011475	2	2
OG0011476	0	0
